pl_name,pl_radius (Earth radius),pl_mass (Earth mass)
Kepler-49 c,2.800,5.90000
Kepler-350 d,2.800,14.90000
Kepler-307 c,2.800,1.50000
Kepler-276 d,2.800,16.30000
Kepler-24 c,2.800,508.50000
Kepler-50 c,2.790,8.20000
Kepler-385 b,2.790,12.80000
Kepler-326 c,2.790,17.40000
HD 73583 b,2.790,10.20000
Kepler-58 b,2.780,35.50000
Kepler-26 b,2.780,5.12000
TOI-269 b,2.770,8.80000
Kepler-28 c,2.770,10.90000
EPIC 220674823 c,2.770,5.70000
TOI-969 b,2.765,9.10000
TOI-1260 c,2.760,13.20000
TOI-125 c,2.759,6.63000
Kepler-20 d,2.750,20.10000
Kepler-25 b,2.748,8.70000
Kepler-20 d,2.744,10.07000
GJ 1214 b,2.742,8.17000
TOI-251 b,2.740,317.83000
Kepler-80 c,2.740,6.74000
Kepler-276 d,2.740,18.40000
HIP 97166 b,2.740,20.00000
HD 3167 c,2.740,8.33000
GJ 1214 b,2.740,6.37000
Kepler-11 c,2.730,5.90000
K2-266 e,2.730,14.30000
TOI-125 b,2.726,9.50000
Kepler-307 c,2.720,3.90000
Kepler-26 c,2.720,6.20000
Kepler-83 b,2.710,42.10000
Kepler-48 c,2.710,14.61000
Kepler-25 b,2.710,9.60000
TOI-2000 b,2.700,11.00000
Kepler-81 c,2.700,4.30000
Kepler-307 c,2.700,3.90000
Kepler-305 d,2.700,9.10000
HD 18599 b,2.700,25.50000
K2-182 b,2.690,20.00000
TOI-421 b,2.680,7.17000
Kepler-289 d,2.680,4.00000
Kepler-221 c,2.680,15.10000
GJ 1214 b,2.678,6.55000
TOI-561 e,2.670,16.00000
Kepler-96 b,2.670,8.46000
Kepler-80 b,2.670,6.93000
Kepler-58 b,2.660,34.90000
TOI-1064 c,2.651,2.50000
Kepler-145 b,2.650,37.10000
Kepler-109 c,2.650,8.20000
GJ 1214 b,2.650,6.45000
TOI-763 c,2.630,9.32000
K2-292 b,2.630,24.50000
Kepler-65 c,2.623,5.40000
Kepler-65 c,2.610,26.60000
Kepler-11 f,2.610,2.30000
K2-18 b,2.610,8.63000
GJ 143 b,2.610,22.70000
HD 136352 c,2.608,11.29000
Kepler-20 d,2.606,13.40000
Kepler-92 c,2.600,6.10000
Kepler-33 c,2.600,0.39000
Kepler-25 b,2.600,9.00000
Kepler-25 b,2.600,4036.30000
Kepler-223 c,2.600,12.40000
Kepler-11 f,2.600,1.70000
HD 18599 b,2.600,24.10000
Kepler-450 c,2.596,12.50000
K2-110 b,2.592,16.70000
K2-110 b,2.592,15.90000
K2-285 b,2.590,9.68000
K2-146 c,2.590,7.10000
TOI-836 c,2.587,9.60000
TOI-1064 b,2.587,13.50000
Kepler-55 b,2.580,43.00000
KOI-1833 d,2.580,11.02000
BD+20 594 b,2.578,22.24810
TOI-178 d,2.572,3.01000
HD 136352 d,2.562,8.82000
Kepler-176 c,2.560,23.00000
Kepler-106 e,2.560,11.17000
TOI-561 e,2.550,13.60000
TOI-561 e,2.550,12.60000
Kepler-29 b,2.550,5.00000
Kepler-123 b,2.550,55.30000
TOI-561 d,2.530,11.95000
Kepler-350 c,2.530,7.20000
Kepler-114 d,2.530,3.90000
HIP 116454 b,2.530,10.10000
HIP 116454 b,2.530,11.82000
HD 15337 c,2.522,8.79000
TOI-1749 d,2.520,15.00000
Kepler-52 b,2.520,79.60000
Kepler-129 c,2.520,43.00000
Kepler-109 c,2.520,21.80000
TOI-1246 c,2.510,8.80000
Kepler-26 c,2.510,6.12000
Kepler-219 d,2.510,19.10000
HD 207897 b,2.501,14.40000
Kepler-26 c,2.500,6.10000
Kepler-106 c,2.500,10.44000
K2-22 b,2.500,444.96200
EPIC 220674823 c,2.500,5.80000
Kepler-11 f,2.490,2.00000
Kepler-109 b,2.490,4.90000
K2-66 b,2.490,21.30000
K2-38 c,2.490,7.40000
Kepler-416 b,2.480,58.20000
K2-285 d,2.480,6.50000
Kepler-176 d,2.470,15.20000
HIP 116454 b,2.466,12.71320
Kepler-282 d,2.460,61.00000
TOI-1266 b,2.458,15.90000
Kepler-211 c,2.450,18.30000
HD 5278 b,2.450,7.80000
K2-12 b,2.440,5.20000
HD 106315 b,2.440,12.60000
LP 791-18 c,2.438,7.10000
Kepler-338 b,2.430,30.60000
Kepler-307 b,2.430,7.44000
LTT 3780 c,2.420,6.29000
K2-38 c,2.420,9.90000
TOI-1201 b,2.415,6.28000
TOI-1260 b,2.410,8.56000
Kepler-363 c,2.410,66.40000
Kepler-326 d,2.410,6.90000
Kepler-131 b,2.410,16.13000
K2-263 b,2.410,14.90000
K2-263 b,2.410,14.80000
Kepler-411 b,2.401,25.60000
Kepler-24 b,2.400,508.50000
Kepler-189 c,2.400,22.70000
K2-138 d,2.390,7.92000
HD 73583 c,2.390,9.70000
HD 15337 c,2.390,8.11000
Kepler-60 c,2.380,17.20000
Kepler-245 c,2.380,225.60000
Kepler-22 b,2.380,36.00000
K2-18 b,2.380,7.96000
TOI-1266 b,2.370,13.50000
Kepler-57 b,2.370,118.10000
Kepler-454 b,2.370,6.84000
Kepler-454 b,2.370,5.40000
Kepler-11 f,2.370,2.50000
Kepler-109 b,2.370,7.30000
K2-18 b,2.370,8.92000
Kepler-24 c,2.360,33.60000
K2-233 d,2.358,21.14000
Kepler-68 b,2.357,8.03000
TOI-270 c,2.355,6.15000
Kepler-10 c,2.355,11.40000
Kepler-68 b,2.354,6.35660
Kepler-454 b,2.354,6.05338
HD 97658 b,2.354,8.88263
Kepler-55 c,2.350,69.80000
Kepler-10 c,2.350,17.20000
Kepler-10 c,2.350,13.98000
K2-222 b,2.350,8.70000
HD 97658 b,2.341,7.86000
TOI-1260 b,2.340,8.60000
Kepler-29 c,2.340,4.50000
Kepler-215 d,2.340,23.60000
EPIC 229004835 b,2.332,10.40000
Kepler-83 c,2.330,11.40000
Kepler-68 b,2.330,5.97000
Kepler-244 d,2.320,15.20000
Kepler-68 b,2.310,8.30000
Kepler-417 b,2.310,11.00000
Kepler-120 b,2.310,8.50000
LTT 3780 c,2.300,8.60000
Kepler-49 b,2.300,8.00000
Kepler-328 b,2.300,28.50000
K2-77 b,2.300,603.87700
K2-167 b,2.300,6.50000
K2-138 c,2.299,6.31000
Kepler-226 c,2.290,45.20000
K2-38 c,2.290,8.30000
K2-3 b,2.290,6.60000
TOI-178 f,2.287,7.72000
TOI-763 b,2.280,9.79000
Kepler-350 d,2.280,14.80000
Kepler-240 c,2.280,102.30000
GJ 1214 b,2.270,6.43000
TOI-2018 b,2.268,9.20000
TOI-1062 b,2.265,10.15000
Kepler-32 b,2.250,9.40000
K2-3 b,2.250,6.47000
K2-146 b,2.250,5.60000
HD 207496 b,2.250,6.10000
HD 97658 b,2.247,7.55000
K2-180 b,2.242,11.44182
Kepler-183 c,2.230,35.70000
BD+20 594 b,2.230,16.30000
Kepler-10 c,2.227,20.00000
Kepler-102 e,2.220,8.93000
Kepler-538 b,2.215,10.60000
Kepler-538 b,2.215,12.90000
Kepler-1655 b,2.213,5.40000
Kepler-1655 b,2.213,5.00000
Kepler-19 b,2.209,6.10000
Kepler-19 b,2.209,20.30000
TOI-178 e,2.207,3.86000
TOI-2136 b,2.200,4.70000
Kepler-60 b,2.200,23.10000
Kepler-52 c,2.200,62.90000
Kepler-50 b,2.200,8.90000
Kepler-32 b,2.200,1303.00000
Kepler-307 c,2.200,3.64000
Kepler-231 b,2.200,35.40000
Kepler-23 d,2.200,17.60000
Kepler-223 b,2.200,4.00000
Kepler-100 c,2.200,7.05000
HD 28109 b,2.199,18.49600
TOI-2136 b,2.190,6.37000
Kepler-57 b,2.190,115.00000
Kepler-54 b,2.190,21.50000
K2-146 c,2.190,7.49000
Kepler-113 c,2.180,8.70000
55 Cnc e,2.173,8.37000
Kepler-102 e,2.170,4.70000
HD 86226 c,2.160,7.25000
Kepler-289 b,2.150,7.30000
HD 23472 c,2.149,17.18000
Kepler-85 c,2.140,20.90000
Kepler-48 b,2.140,21.10000
K2-3 b,2.140,8.10000
TOI-270 d,2.133,4.78000
Kepler-83 d,2.130,24.60000
Kepler-231 c,2.130,24.10000
GJ 3090 b,2.130,3.34000
TOI-1749 c,2.120,14.00000
K2-229 c,2.120,21.30000
HD 97658 b,2.120,8.30000
Kepler-267 b,2.110,37.90000
Kepler-52 b,2.100,135.00000
Kepler-310 d,2.100,7.00000
Kepler-22 b,2.100,9.10000
TOI-2136 b,2.090,15.00000
Kepler-254 c,2.090,3.20000
Kepler-203 c,2.090,749.90000
Kepler-317 b,2.080,109.80000
55 Cnc e,2.080,7.81000
K2-3 b,2.078,8.40000
GJ 9827 d,2.070,5.20000
TOI-1468 c,2.064,6.64000
pi Men c,2.060,4.52000
TOI-1670 b,2.060,41.31769
Kepler-84 c,2.060,20.20000
Kepler-79 c,2.050,13.70000
Kepler-48 b,2.050,14.30000
Kepler-1705 c,2.050,5.42000
K2-146 b,2.050,5.77000
HD 110113 b,2.050,4.55000
Wolf 503 b,2.043,6.27000
Wolf 503 b,2.043,6.26000
pi Men c,2.042,4.82000
Kepler-49 b,2.040,8.60000
Kepler-48 d,2.040,7.93000
GJ 9827 d,2.040,2.35000
TOI-1695 b,2.030,5.50000
Kepler-37 d,2.030,2.00000
Kepler-1705 b,2.030,4.47000
G 9-40 b,2.025,11.70000
GJ 9827 d,2.022,3.53000
GJ 9827 d,2.022,4.04000
TOI-776 c,2.020,5.30000
Kepler-32 c,2.020,7.70000
Kepler-24 b,2.020,33.30000
Kepler-122 e,2.020,27.70000
Kepler-37 d,2.000,62.50000
Kepler-32 c,2.000,158.90000
Kepler-238 f,2.000,13.50000
Kepler-18 b,2.000,6.90000
HD 23472 b,2.000,8.32000
55 Cnc e,2.000,8.63000
TOI-733 b,1.992,5.72000
Kepler-98 b,1.990,3.55000
Kepler-60 d,1.990,4.16000
Kepler-11 b,1.970,4.30000
Kepler-84 b,1.950,40.00000
Kepler-62 d,1.950,14.00000
Kepler-184 c,1.950,8.80000
K2-285 e,1.950,10.70000
EPIC 249893012 b,1.950,8.75000
Kepler-37 d,1.940,12.20000
Kepler-161 b,1.930,12.10000
Kepler-79 b,1.920,54.10000
55 Cnc e,1.920,8.08000
Kepler-20 b,1.910,8.70000
55 Cnc e,1.910,8.08000
K2-38 b,1.906,19.06980
TOI-1695 b,1.900,6.36000
Kepler-60 c,1.900,3.85000
Kepler-323 c,1.900,79.70000
Kepler-30 b,1.900,8.80000
Kepler-23 b,1.900,15.20000
Kepler-23 b,1.900,254.30000
KOI-1599.02,1.900,9.00000
KOI-1599.01,1.900,4.60000
K2-111 b,1.900,8.60000
55 Cnc e,1.897,7.74000
Kepler-48 b,1.880,3.94000
55 Cnc e,1.875,7.99000
HD 23472 b,1.872,17.92000
Kepler-161 c,1.870,11.80000
HD 23472 c,1.870,3.41000
Kepler-20 b,1.868,9.70000
CoRoT-7 b,1.861,6.99226
Kepler-349 b,1.860,94.50000
WASP-132 c,1.850,37.35000
TOI-776 b,1.850,4.00000
Kepler-105 c,1.850,3.00000
Kepler-52 c,1.840,45.40000
WASP-47 e,1.829,22.00000
WASP-47 e,1.820,9.10000
Kepler-113 b,1.820,11.70000
K2-111 b,1.820,5.58000
K2-111 b,1.820,5.29000
EPIC 220674823 b,1.820,9.00000
WASP-47 e,1.817,12.20000
WASP-47 e,1.810,6.83000
K2-131 b,1.810,6.50000
WASP-47 e,1.808,6.77000
Kepler-60 c,1.800,2.00000
Kepler-136 b,1.800,19.80000
Kepler-11 b,1.800,1.90000
TOI-1075 b,1.791,9.95000
TOI-1634 b,1.790,4.91000
WASP-47 e,1.773,6.91000
Kepler-20 b,1.773,9.70000
K2-3 c,1.770,3.10000
Kepler-138 c,1.750,1.60000
Kepler-122 f,1.750,36.00000
K2-216 b,1.750,8.00000
TOI-1634 b,1.749,10.14000
HD 213885 b,1.745,8.83000
TOI-2285 b,1.740,19.50000
TOI-1235 b,1.738,6.91000
K2-199 b,1.730,6.90000
LHS 1140 b,1.727,6.98000
EPIC 220674823 b,1.725,8.21000
K2-3 c,1.720,4.20000
HD 20329 b,1.720,7.42000
EPIC 220674823 b,1.712,7.72000
Kepler-60 b,1.710,4.19000
Kepler-414 b,1.710,3.50000
Kepler-11 b,1.710,4.30000
KOI-94 b,1.710,10.50000
K2-265 b,1.710,6.54000
TOI-836 b,1.704,4.53000
TOI-1685 b,1.700,3.78000
HD 3167 b,1.700,5.02000
HD 15337 b,1.699,7.20000
TOI-1235 b,1.694,5.90000
K2-3 c,1.690,3.30000
K2-131 b,1.690,7.90000
CoRoT-7 b,1.681,4.07661
Kepler-57 c,1.680,7.40000
Kepler-138 d,1.680,1.17000
CoRoT-7 b,1.680,21.00000
TOI-1266 c,1.673,6.40000
TOI-1452 b,1.672,4.82000
Kepler-323 b,1.670,684.40000
Kepler-138 c,1.670,5.20000
HD 3167 b,1.670,4.97000
TOI-178 c,1.669,4.77000
HD 136352 b,1.664,4.72000
K2-38 b,1.655,7.70000
K2-131 b,1.651,6.30000
K2-3 d,1.650,1.80000
K2-3 c,1.644,2.10000
HD 15337 b,1.640,7.51000
Kepler-21 b,1.639,5.08000
Kepler-21 b,1.639,7.50000
LHS 1140 b,1.635,6.38000
Kepler-21 b,1.635,10.40000
Kepler-272 c,1.630,97.80000
HD 3167 b,1.627,4.73000
HD 3167 b,1.626,5.59000
TOI-1416 b,1.620,3.48000
K2-3 d,1.620,1.60000
GJ 9827 b,1.620,3.42000
HD 80653 b,1.613,5.72000
HD 80653 b,1.613,5.60000
Kepler-62 e,1.610,36.00000
Kepler-333 b,1.610,28.20000
Kepler-138 d,1.610,1.01000
Kepler-138 c,1.610,3.83000
Kepler-100 d,1.610,3.00000
HD 219134 d,1.610,16.17000
HD 219134 b,1.602,4.74000
Kepler-80 e,1.600,4.13000
Kepler-60 d,1.600,3.90000
Kepler-60 b,1.600,3.70000
Kepler-114 c,1.600,2.80000
Kepler-105 c,1.600,3.60000
Kepler-107 c,1.597,10.00000
Kepler-107 c,1.597,9.39000
K2-291 b,1.589,6.49000
Kepler-65 d,1.587,4.14000
CoRoT-7 b,1.585,5.74000
Kepler-36 b,1.582,5.56000
K2-291 b,1.582,6.40000
GJ 9827 b,1.580,3.69000
CoRoT-7 b,1.580,4.60000
GJ 9827 b,1.577,5.14000
GJ 9827 b,1.577,4.91000
HD 3167 b,1.574,5.69000
GJ 9827 b,1.571,4.89000
L 98-59 d,1.570,2.31000
Kepler-323 c,1.570,6.80000
Kepler-93 b,1.569,4.54426
K2-136 d,1.565,3.00000
TOI-1266 c,1.560,2.20000
Kepler-338 e,1.560,8.50000
Kepler-226 b,1.560,24.00000
Kepler-57 c,1.550,9.10000
K2-38 b,1.550,12.00000
K2-38 b,1.540,7.30000
K2-141 b,1.540,5.31000
Kepler-107 b,1.536,3.51000
Kepler-107 b,1.536,3.80000
HD 260655 c,1.533,3.09000
Kepler-80 d,1.530,6.75000
K2-3 d,1.530,11.10000
CoRoT-7 b,1.528,6.05600
L 98-59 d,1.521,1.94000
TOI-244 b,1.520,2.68000
K2-3 d,1.520,7.50000
EPIC 220674823 b,1.520,8.36000
HD 219134 c,1.511,4.36000
Kepler-138 d,1.510,2.10000
Kepler-138 c,1.510,2.30000
K2-141 b,1.510,4.97000
K2-141 b,1.510,5.08000
K2-138 b,1.510,3.10000
Kepler-93 b,1.500,2.59000
Kepler-36 b,1.500,3.90000
Kepler-36 b,1.498,3.83000
K2-141 b,1.493,5.16000
Kepler-10 b,1.489,3.57000
Kepler-36 b,1.486,4.45000
HD 136352 b,1.482,4.62000
Kepler-10 b,1.481,4.60853
Kepler-99 b,1.480,6.15000
Kepler-97 b,1.480,3.51000
Kepler-93 b,1.478,4.66000
Kepler-93 b,1.478,3.80000
Kepler-93 b,1.478,4.02000
Kepler-10 b,1.470,3.33000
Kepler-10 b,1.470,3.26000
Kepler-10 b,1.470,3.72000
Kepler-10 b,1.460,4.60000
TOI-1685 b,1.459,3.43000
TOI-561 b,1.450,3.20000
Kepler-65 b,1.444,2.40000
LHS 1140 b,1.430,6.65000
Kepler-406 b,1.430,6.35000
Kepler-128 b,1.430,0.77000
K2-36 b,1.430,3.90000
K2-36 b,1.430,4.30000
GJ 1132 b,1.430,1.63000
TOI-561 b,1.425,2.00000
TOI-561 b,1.423,1.59000
Kepler-10 b,1.416,4.56000
Kepler-62 f,1.410,35.00000
TOI-1444 b,1.397,3.87000
TOI-1749 b,1.390,57.00000
L 168-9 b,1.390,4.60000
L 98-59 c,1.385,2.22000
Kepler-323 b,1.381,3.90000
LTT 1445 A b,1.380,2.20000
TOI-561 b,1.370,2.24000
TOI-1807 b,1.370,2.57000
LP 890-9 c,1.367,25.30000
LTT 3780 b,1.350,2.34000
L 98-59 c,1.350,2.42000
HD 93963 A b,1.350,7.80000
K2-233 b,1.343,11.26000
Kepler-128 c,1.340,0.90000
LTT 3780 b,1.332,2.62000
LP 890-9 b,1.320,13.20000
Kepler-54 c,1.320,19.80000
Kepler-100 b,1.320,7.34000
Kepler-62 b,1.310,9.00000
Kepler-272 b,1.310,78.00000
Kepler-105 c,1.310,4.60000
HD 219134 f,1.310,7.30000
HD 137496 b,1.310,4.04000
LTT 1445 A b,1.305,2.87000
GJ 486 b,1.305,2.82000
Kepler-80 e,1.300,2.10000
Kepler-80 d,1.300,3.70000
Kepler-345 c,1.300,2.20000
Kepler-114 c,1.290,40.00000
LHS 1140 c,1.282,1.81000
K2-233 c,1.281,12.81000
TOI-431 b,1.280,3.07000
TOI-1468 b,1.280,3.21000
GJ 9827 c,1.269,2.42000
GJ 3473 b,1.264,1.86000
Kepler-101 c,1.250,3.78000
LHS 1478 b,1.242,2.33000
GJ 9827 c,1.241,1.30000
GJ 9827 c,1.241,0.84000
HD 260655 b,1.240,2.14000
GJ 9827 c,1.240,1.45000
Kepler-197 c,1.230,5.30000
Kepler-78 b,1.228,1.77000
Kepler-203 d,1.220,33.90000
GJ 357 b,1.217,1.84000
Kepler-138 d,1.212,0.64000
K2-32 e,1.212,2.10000
Kepler-415 b,1.210,119.90000
KOI-3503 c,1.210,10.36000
TOI-270 b,1.206,1.58000
Kepler-78 b,1.201,1.68000
Kepler-85 e,1.200,0.60000
Kepler-78 b,1.200,1.69000
Kepler-78 b,1.200,1.87000
Kepler-409 b,1.199,6.00000
Kepler-138 c,1.197,1.97000
K2-229 b,1.197,2.49000
GJ 1252 b,1.193,2.09000
Kepler-409 b,1.190,22.00000
KOI-3503 b,1.190,9.20000
Kepler-339 d,1.180,14.70000
Kepler-327 c,1.180,20.30000
Kepler-102 d,1.180,3.80000
GJ 1252 b,1.180,1.32000
Kepler-78 b,1.173,1.86000
Kepler-102 d,1.170,2.60000
LHS 1140 c,1.169,1.76000
TOI-500 b,1.166,1.42000
K2-229 b,1.164,2.59000
Kepler-78 b,1.160,8.00000
Kepler-339 c,1.160,7.30000
GJ 1132 b,1.160,1.62000
Kepler-102 d,1.154,3.00000
TOI-178 b,1.152,1.50000
GJ 3929 b,1.150,1.21000
TRAPPIST-1 g,1.148,1.14800
LTT 1445 A c,1.147,1.54000
K2-19 d,1.140,14.00000
HD 23472 f,1.137,0.77000
Kepler-128 c,1.130,37.00000
Kepler-128 c,1.130,33.30000
Kepler-128 b,1.130,42.70000
Kepler-128 b,1.130,30.70000
KOI-1831 d,1.130,2.23000
GJ 1132 b,1.130,1.66000
TRAPPIST-1 g,1.129,1.32100
TRAPPIST-1 g,1.127,1.34000
TRAPPIST-1 b,1.121,1.01700
Kepler-78 b,1.121,1.96716
TRAPPIST-1 b,1.116,1.37400
K2-19 d,1.110,10.00000
TRAPPIST-1 c,1.097,1.30800
TRAPPIST-1 c,1.095,1.15600
GJ 3929 b,1.090,1.75000
LHS 1815 b,1.088,8.70000
TRAPPIST-1 b,1.086,0.85000
Kepler-407 b,1.070,3.20000
TRAPPIST-1 c,1.056,1.38000
TRAPPIST-1 f,1.046,0.93400
TRAPPIST-1 f,1.045,1.03900
TRAPPIST-1 f,1.045,0.68000
LP 791-18 d,1.032,0.90000
Kepler-20 f,1.030,14.30000
Kepler-114 b,1.020,6.80000
K2-415 b,1.015,7.50000
K2-136 b,1.014,4.30000
Kepler-595 c,1.009,3.30000
Kepler-68 c,1.000,7.20000
LHS 1678 c,0.982,1.40000
Kepler-68 c,0.979,1.30000
Kepler-68 c,0.953,4.80000
Kepler-20 f,0.952,1.40000
Kepler-106 d,0.950,8.10000
Kepler-450 d,0.941,17.60000
TRAPPIST-1 e,0.920,0.69200
TRAPPIST-1 e,0.918,0.62000
TRAPPIST-1 e,0.910,0.77200
HD 21749 c,0.892,3.70000
K2-137 b,0.890,158.91500
Kepler-102 f,0.880,5.20000
Kepler-20 e,0.868,3.08000
Kepler-1972 c,0.868,2.11000
KOI-55 c,0.867,0.65500
Kepler-102 f,0.861,4.30000
Kepler-107 d,0.860,7.70000
Kepler-107 d,0.860,3.80000
Kepler-1876 b,0.853,2.40000
L 98-59 b,0.850,0.40000
Kepler-406 c,0.850,2.71000
Kepler-131 c,0.840,8.25000
Kepler-20 e,0.821,0.76000
Kepler-408 b,0.820,5.00000
Kepler-106 b,0.820,5.30000
HD 23472 e,0.818,0.72000
Kepler-1972 b,0.802,2.02000
L 98-59 b,0.800,1.01000
Kepler-345 b,0.800,0.50000
TRAPPIST-1 d,0.788,0.38800
TRAPPIST-1 d,0.784,0.29700
TRAPPIST-1 h,0.773,0.33100
TRAPPIST-1 d,0.772,0.41000
KOI-55 b,0.759,0.44000
TRAPPIST-1 h,0.755,0.32600
Kepler-37 c,0.755,1.30000
Kepler-37 c,0.750,12.00000
HD 23472 d,0.750,0.55000
GJ 367 b,0.718,0.54600
Kepler-138 b,0.710,0.50000
Kepler-138 b,0.701,0.18700
LHS 1678 b,0.696,0.35000
Kepler-138 b,0.640,0.07000
Kepler-102 c,0.580,3.00000
Kepler-102 c,0.567,1.70000
Kepler-62 c,0.540,4.00000
Kepler-138 b,0.522,0.06600
KOI-4777.01,0.510,99.20000
Kepler-444 e,0.500,0.10000
Kepler-444 d,0.500,0.20000
Kepler-102 b,0.470,4.30000
Kepler-102 b,0.460,1.10000
Kepler-37 b,0.320,10.00000
Kepler-37 b,0.310,0.79000
Kepler-37 b,0.296,3.17830